Entry Date,Stream Type,Gender,Nationality,Department,Student Name,Caste,Enrollment Id,Graduation Type,Year Of Study,Hostel,Discontinued,Moved Between Department,Is Retained,Has Graduated,CGPA,Has Arrears,State,Rca For Discontinued,Discontinued Flag,Retained Flag,Moved Between Department Flag
2017-01-01,SFS,Female,Indian,Tamil,AYEZA,BC,Student05554,UG,Second Year,Day Scholar,,,,,3.3,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,AYUSHI,OBC,Student05555,UG,Second Year,Day Scholar,,,,,4.6,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,BADULI,BC,Student05556,UG,Second Year,Hostel,,,,,7.5,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,BAHAAR,BC,Student05557,UG,Second Year,Day Scholar,,,,,8.7,Yes,Tamil Nadu,,0,0,0
2017-01-01,SFS,Female,Indian,Tamil,BARUNI,BC,Student05558,UG,Second Year,Day Scholar,,,,,8.6,,Tamil Nadu,,0,0,0
2017-01-01,Aided,Male,Indian,Tamil,RAJKUMAR HIRANI,BC,Student00401,UG,Final Year,Day Scholar,,,,Yes,8.6,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Male,Indian,Tamil,RAJKUMAR KOHLI,BC,Student00402,UG,Final Year,Day Scholar,,,,Yes,6.1,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Male,Indian,Tamil,RAJKUMAR R. PANDEY,SC,Student00403,UG,Final Year,Day Scholar,,,,Yes,5.5,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Male,Indian,Tamil,RAJKUMAR SANTOSHI,Others,Student00404,UG,Final Year,Day Scholar,,,,,9.1,,Tamil Nadu,,0,0,0
2017-01-01,Aided,Male,Indian,Tamil,RAJKUMAR TRIVEDI,SC,Student00405,UG,Final Year,Hostel,,,,Yes,4.1,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Male,Indian,Tamil,RAJKUMARI,BC,Student00406,UG,Final Year,Day Scholar,,,,Yes,6.6,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Male,Indian,Tamil,RAJNATH,BC,Student00407,UG,Final Year,Day Scholar,,,,Yes,6.7,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Male,Indian,Tamil,RAJNI BALA,BC,Student00408,UG,Final Year,Day Scholar,,,,,3.6,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Male,Indian,Tamil,RAJNI CHANDRA,MBC,Student00409,UG,Final Year,Hostel,,,,Yes,7.2,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Male,Indian,Tamil,RAJNIKANT,MBC,Student00410,UG,Final Year,Day Scholar,,,,,4.4,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Male,Indian,Tamil,RAJNISH JAISWAL,MBC,Student00411,UG,Final Year,Day Scholar,,,,,9.7,,Tamil Nadu,,0,0,0
2017-01-01,Aided,Male,Indian,Tamil,RAJNISH THAKUR,ST,Student00412,UG,Final Year,Day Scholar,,,,,7.7,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Male,Indian,Tamil,RAM DARYANI,SC,Student00431,PG,Final Year,Day Scholar,,,,Yes,3.7,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Male,Indian,Tamil,RAM DAYAL,BC,Student00432,PG,Final Year,Day Scholar,,,,,4.7,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Male,Indian,Tamil,RAM GOPAL VARMA,BC,Student00433,PG,Final Year,Day Scholar,,,,Yes,3.4,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Male,Indian,Tamil,RAM KAMLANI,BC,Student00434,PG,Final Year,Hostel,,,,,9.7,,Tamil Nadu,,0,0,0
2017-01-01,Aided,Male,Indian,Tamil,RAM KELKAR,BC,Student00435,PG,Final Year,Day Scholar,,,,Yes,6.4,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Male,Indian,Tamil,RAM LAKHAN,BC,Student00436,PG,Final Year,Day Scholar,,,,Yes,6.3,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Male,Indian,Tamil,RAM MADHVANI,BC,Student00437,PG,Final Year,Day Scholar,,,,Yes,7.7,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Male,Indian,Tamil,RAM MAHESHWARI,MBC,Student00438,PG,Final Year,Day Scholar,,,,,4.1,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Male,Indian,Tamil,RAM MOHAN,MBC,Student00439,PG,Final Year,Day Scholar,,,,Yes,3.3,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Male,Indian,Tamil,RAM MUKHERJEE,BC,Student00440,PG,Final Year,Day Scholar,,,,,5.3,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Male,Indian,Tamil,RAM NARAYAN DAVE,SC,Student00441,PG,Final Year,Day Scholar,,,,Yes,3.6,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Male,Indian,Tamil,RAM NARAYAN GABALE,ST,Student00442,PG,Final Year,Day Scholar,,,,,6.7,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Male,Indian,Tamil,RAM P. SETHI,ST,Student00443,PG,Final Year,Hostel,,,,Yes,8.4,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Male,Indian,Tamil,RAM PAHWA,BC,Student00444,PG,Final Year,Day Scholar,,,,,4.6,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Male,Indian,Tamil,RAMA RAO TATINENI,OBC,Student00445,PG,Final Year,Day Scholar,,,,Yes,3.6,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,ZAKIAH,BC,Student01297,UG,Final Year,Day Scholar,,,,Yes,5.4,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,ZOYA,BC,Student01298,UG,Final Year,Day Scholar,,,,,3.7,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,ZUBI,BC,Student01299,UG,Final Year,Hostel,,,,Yes,9.4,,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,NEHLA,ST,Student01300,UG,Final Year,Day Scholar,,,,Yes,3.5,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,NEISHA,BC,Student01301,UG,Final Year,Day Scholar,,,,,8.1,,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,NERMINA,Others,Student01302,UG,Final Year,Day Scholar,,,,Yes,8.2,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,NETRA,OBC,Student01303,UG,Final Year,Day Scholar,,,,,9.5,,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,NETRAVATI,OBC,Student01304,UG,Final Year,Day Scholar,,,,Yes,4.7,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,NILALOHITA,SC,Student01305,UG,Final Year,Day Scholar,,,,Yes,8.7,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,NIMRIT,BC,Student01306,UG,Final Year,Day Scholar,,,,Yes,5.5,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,NITYASUNDARI,BC,Student01307,UG,Final Year,Day Scholar,,,,Yes,8.1,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,NIVRITI,BC,Student01308,UG,Final Year,Day Scholar,,,,,8.5,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,NOSHI,MBC,Student01309,UG,Final Year,Day Scholar,,,,Yes,9.4,,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,OJASVI,ST,Student01310,UG,Final Year,Hostel,,,,Yes,7.6,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,OMA,Others,Student01311,UG,Final Year,Day Scholar,,,,Yes,9.2,,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,OMISHA,OBC,Student01312,UG,Final Year,Day Scholar,,,,,6.4,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,OMPRABHA,OBC,Student01313,UG,Final Year,Day Scholar,,,,Yes,4.5,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,OMSHREE,OBC,Student01314,UG,Final Year,Day Scholar,,,,Yes,4.5,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,OORMILA,OBC,Student01315,UG,Final Year,Day Scholar,,,,,7.1,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,OPARNA,OBC,Student01316,UG,Final Year,Day Scholar,,,,Yes,7.2,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,POORNIMA,SC,Student01332,PG,Final Year,Day Scholar,,,,,3.5,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,POULOMI,ST,Student01333,PG,Final Year,Day Scholar,,,,Yes,6.5,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,PRAMA,BC,Student01334,PG,Final Year,Day Scholar,,,,,9.4,,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,PRAVYA,ST,Student01335,PG,Final Year,Day Scholar,,,,Yes,7.4,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,PREMILA,OBC,Student01336,PG,Final Year,Day Scholar,,,,,9.1,,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,PRITHIKA,OBC,Student01337,PG,Final Year,Day Scholar,,,,Yes,9.6,,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,PRIYAMVADA,BC,Student01338,PG,Final Year,Day Scholar,,,,,4.4,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,PRIYANSHI,BC,Student01339,PG,Final Year,Day Scholar,,,,Yes,5.5,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,PUNTHALI,BC,Student01340,PG,Final Year,Day Scholar,,,,,3.7,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,PURNIMA,BC,Student01341,PG,Final Year,Day Scholar,,,,Yes,5.4,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,PUSHPAJA,BC,Student01342,PG,Final Year,Day Scholar,,,,Yes,4.6,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,PUSHPITA,BC,Student01343,PG,Final Year,Hostel,,,,,4.6,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,QADR,MBC,Student01344,PG,Final Year,Day Scholar,,,,Yes,5.4,Yes,Tamil Nadu,,0,0,0
2017-01-01,Aided,Female,Indian,Tamil,QIRAT,BC,Student01345,PG,Final Year,Day Scholar,,,,,6.2,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJESH GANGULY,OBC,Student00375,UG,Final Year,Hostel,,,,Yes,3.7,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJESH HANS,OBC,Student00376,UG,Final Year,Day Scholar,,,,Yes,7.5,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJESH HARIVANSH MISHRA,OBC,Student00377,UG,Final Year,Day Scholar,,,,Yes,6.5,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJESH KHANNA,OBC,Student00378,UG,Final Year,Day Scholar,,,,,9.3,,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJESH KUMAR SINGH,OBC,Student00379,UG,Final Year,Day Scholar,,,,,7.2,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJESH MAPUSKAR,OBC,Student00380,UG,Final Year,Day Scholar,,,,Yes,7.7,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJESH MITTAL,SC,Student00381,UG,Final Year,Day Scholar,,,,Yes,7.3,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJESH NANDA,Others,Student00382,UG,Final Year,Day Scholar,,,,Yes,6.7,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJESH RAM SINGH,BC,Student00383,UG,Final Year,Day Scholar,,,,,4.4,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJESH S. JALA,BC,Student00384,UG,Final Year,Day Scholar,,,,Yes,4.7,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJESH SETH,BC,Student00385,UG,Final Year,Day Scholar,,,,Yes,8.6,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJESH VARMA,BC,Student00386,UG,Final Year,Day Scholar,,,,Yes,4.1,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJESH. K.,BC,Student00387,UG,Final Year,Day Scholar,,,,Yes,5.7,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJESHWAR PANDEY RAAJ,BC,Student00388,UG,Final Year,Day Scholar,,,,,3.6,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJINDER SINGH BEDI,MBC,Student00389,UG,Final Year,Day Scholar,,,,Yes,7.4,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJIV ANJAL,BC,Student00390,UG,Final Year,Hostel,,,,Yes,6.5,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJIV CHILAKA,BC,Student00391,UG,Final Year,Day Scholar,,,,,8.3,,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJIV DHINGRA,BC,Student00392,UG,Final Year,Day Scholar,,,,Yes,6.3,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJIV GOSWAMI,Others,Student00393,UG,Final Year,Day Scholar,,,,,7.5,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJIV MEHRA,BC,Student00394,UG,Final Year,Day Scholar,,,,Yes,7.6,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJIV RAI,ST,Student00395,UG,Final Year,Day Scholar,,,,Yes,7.5,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJIV S. RUIA,BC,Student00396,UG,Final Year,Day Scholar,,,,,8.3,,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJIV SHARMA,OBC,Student00397,UG,Final Year,Hostel,,,,Yes,3.2,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJKANNU,BC,Student00398,UG,Final Year,Day Scholar,,,,Yes,9.6,,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJKUMAR BEDI,BC,Student00399,UG,Final Year,Day Scholar,,,,Yes,3.7,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJKUMAR BHAN,BC,Student00400,UG,Final Year,Day Scholar,,,,Yes,5.2,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJPAL YADAV,OBC,Student00413,PG,Final Year,Day Scholar,,,,,3.4,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJPATI,SC,Student00414,PG,Final Year,Hostel,,,,Yes,6.6,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJSHREE OJHA,ST,Student00415,PG,Final Year,Day Scholar,,,,Yes,5.4,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJU CHOUHAN,BC,Student00416,PG,Final Year,Day Scholar,,,,Yes,5.2,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJU MAVANI,ST,Student00417,PG,Final Year,Day Scholar,,,,,4.1,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJU SAIGAL,BC,Student00418,PG,Final Year,Day Scholar,,,,Yes,8.2,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAJU SONI,BC,Student00419,PG,Final Year,Day Scholar,,,,Yes,5.7,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAKESH BEDI,BC,Student00420,PG,Final Year,Day Scholar,,,,Yes,7.3,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAKESH CHATURVEDI OM,OBC,Student00421,PG,Final Year,Day Scholar,,,,,5.4,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAKESH KAKARIA,OBC,Student00422,PG,Final Year,Hostel,,,,Yes,5.7,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAKESH KASHYAP,OBC,Student00423,PG,Final Year,Day Scholar,,,,Yes,4.6,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAKESH KUMAR,OBC,Student00424,PG,Final Year,Day Scholar,,,,Yes,7.1,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAKESH NAHATA,MBC,Student00425,PG,Final Year,Day Scholar,,,,Yes,3.4,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAKESH PARMAAR,MBC,Student00426,PG,Final Year,Day Scholar,,,,,5.1,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAKESH RANJAN KUMAR,BC,Student00427,PG,Final Year,Day Scholar,,,,Yes,5.7,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAKESH SHARMA,SC,Student00428,PG,Final Year,Hostel,,,,,8.2,,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAKEYSH OMPRAKASH MEHRA,Others,Student00429,PG,Final Year,Day Scholar,,,,Yes,8.3,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Male,Indian,Tamil,RAKHAN,OBC,Student00430,PG,Final Year,Day Scholar,,,,Yes,3.2,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,VRUSHALI,BC,Student01278,UG,Final Year,Day Scholar,,,,,4.7,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,WAHEEDA,BC,Student01279,UG,Final Year,Hostel,,,,Yes,3.1,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,WAJD,BC,Student01280,UG,Final Year,Day Scholar,,,,Yes,9.4,,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,WARSAN,BC,Student01281,UG,Final Year,Day Scholar,,,,,6.5,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,WASUNDHARA,BC,Student01282,UG,Final Year,Day Scholar,,,,Yes,3.2,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,WIFAQ,MBC,Student01283,UG,Final Year,Day Scholar,,,,Yes,5.4,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,YAAGNYA,BC,Student01284,UG,Final Year,Day Scholar,,,,Yes,7.5,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,YAAVI,BC,Student01285,UG,Final Year,Hostel,,,,,4.2,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,YAGAVI,SC,Student01286,UG,Final Year,Day Scholar,,,,Yes,7.4,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,YASHASWINI,Others,Student01287,UG,Final Year,Day Scholar,,,,Yes,3.7,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,YASHIKA,OBC,Student01288,UG,Final Year,Day Scholar,,,,,4.6,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,YASHITA,OBC,Student01289,UG,Final Year,Hostel,,,,Yes,9.7,,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,YAZHINI,OBC,Student01290,UG,Final Year,Day Scholar,,,,Yes,4.3,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,YEKAPARNA,OBC,Student01291,UG,Final Year,Day Scholar,,,,,7.7,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,YENAKSHI,OBC,Student01292,UG,Final Year,Day Scholar,,,,Yes,4.2,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,YESHA,OBC,Student01293,UG,Final Year,Day Scholar,,,,,8.6,,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,YUVANI,BC,Student01294,UG,Final Year,Hostel,,,,Yes,8.1,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,YUVRANI,ST,Student01295,UG,Final Year,Day Scholar,,,,,6.7,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,ZAHBIA,OBC,Student01296,UG,Final Year,Day Scholar,,,,Yes,9.1,,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,PADMAAKSHI,BC,Student01317,PG,Final Year,Day Scholar,,,,Yes,6.3,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,PADMAGANDHINI,BC,Student01318,PG,Final Year,Hostel,,,,Yes,6.3,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,PADMALAYA,BC,Student01319,PG,Final Year,Day Scholar,,,,,4.5,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,PADMAPATRAA,BC,Student01320,PG,Final Year,Day Scholar,,,,Yes,3.6,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,PADMAPRASANNA,BC,Student01321,PG,Final Year,Day Scholar,,,,,4.7,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,PANCHAALI,BC,Student01322,PG,Final Year,Hostel,,,,Yes,9.3,,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,PANCHAMI,BC,Student01323,PG,Final Year,Day Scholar,,,,,8.6,,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,PANKAJAKSHI,ST,Student01324,PG,Final Year,Day Scholar,,,,,7.3,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,PEHR,ST,Student01325,PG,Final Year,Day Scholar,,,,Yes,4.3,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,PINAKINI,BC,Student01326,PG,Final Year,Day Scholar,,,,Yes,8.4,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,PINGA,BC,Student01327,PG,Final Year,Day Scholar,,,,,5.3,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,PIYUSH PANJUANI,BC,Student01328,PG,Final Year,Day Scholar,,,,Yes,3.7,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,POOJA CHOUDHARY,MBC,Student01329,PG,Final Year,Day Scholar,,,,,6.6,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,POOJI,MBC,Student01330,PG,Final Year,Day Scholar,,,,Yes,6.3,Yes,Tamil Nadu,,0,0,0
2018-01-01,Aided,Female,Indian,Tamil,POONAM,MBC,Student01331,PG,Final Year,Day Scholar,,,,Yes,8.1,Yes,Tamil Nadu,,0,0,0
2019-01-01,Aided,Male,Indian,Tamil,RAJBANS KHANNA,BC,Student00354,UG,Final Year,Day Scholar,,,,,8.4,,Tamil Nadu,,0,0,0
2019-01-01,Aided,Male,Indian,Tamil,RAJDEEP,BC,Student00355,UG,Final Year,Day Scholar,,,,Yes,7.2,Yes,Tamil Nadu,,0,0,0
2019-01-01,Aided,Male,Indian,Tamil,RAJDUTT REVANKAR,BC,Student00356,UG,Final Year,Hostel,,,,Yes,7.3,Yes,Tamil Nadu,,0,0,0
2019-01-01,Aided,Male,Indian,Tamil,RAJEEV BARNWAL,BC,Student00357,UG,Final Year,Day Scholar,,,,Yes,8.2,Yes,Tamil Nadu,,0,0,0
2019-01-01,Aided,Male,Indian,Tamil,RAJEEV CHAUDHARI,BC,Student00358,UG,Final Year,Day Scholar,,,,,9.6,,Tamil Nadu,,0,0,0
2019-01-01,Aided,Male,Indian,Tamil,RAJEEV JHAVERI,MBC,Student00359,UG,Final Year,Day Scholar,,,,Yes,5.6,Yes,Tamil Nadu,,0,0,0
2019-01-01,Aided,Male,Indian,Tamil,RAJEEV KANAKALA,MBC,Student00360,UG,Final Year,Day Scholar,,,,Yes,8.4,Yes,Tamil Nadu,,0,0,0
2019-01-01,Aided,Male,Indian,Tamil,RAJEEV KUMAR,BC,Student00361,UG,Final Year,Hostel,,,,,6.7,Yes,Tamil Nadu,,0,0,0
2019-01-01,Aided,Male,Indian,Tamil,RAJEEV MOHAN,SC,Student00362,UG,Final Year,Day Scholar,,,,Yes,8.3,Yes,Tamil Nadu,,0,0,0
2019-01-01,Aided,Male,Indian,Tamil,RAJEEV VIRANI,ST,Student00363,UG,Final Year,Hostel,,,,Yes,3.4,Yes,Tamil Nadu,,0,0,0
2019-01-01,Aided,Male,Indian,Tamil,RAJENDRA BHATIA,ST,Student00364,UG,Final Year,Day Scholar,,,,Yes,6.6,Yes,Tamil Nadu,,0,0,0
2019-01-01,Aided,Male,Indian,Tamil,RAJENDRA BITTY,BC,Student00365,UG,Final Year,Hostel,,,,Yes,7.4,Yes,Tamil Nadu,,0,0,0
2019-01-01,Aided,Male,Indian,Tamil,RAJENDRA KUMAR,OBC,Student00366,UG,Final Year,Day Scholar,,,,,9.7,,Tamil Nadu,,0,0,0
2019-01-01,Aided,Male,Indian,Tamil,RAJENDRA RAJ GAUR,OBC,Student00368,UG,Final Year,Day Scholar,,,,Yes,3.3,Yes,Tamil Nadu,,0,0,0
2019-01-01,Aided,Male,Indian,Tamil,RAJENDRA SHARMA,BC,Student00369,UG,Final Year,Day Scholar,,,,,3.5,Yes,Tamil Nadu,,0,0,0
2019-01-01,Aided,Male,Indian,Tamil,RAJENDRA SINGH 'ATISH',OBC,Student00370,UG,Final Year,Day Scholar,,,,Yes,9.7,,Tamil Nadu,,0,0,0
2019-01-01,Aided,Male,Indian,Tamil,RAJESH BABBAR,BC,Student00371,UG,Final Year,Day Scholar,,,,Yes,6.1,Yes,Tamil Nadu,,0,0,0
2019-01-01,Aided,Male,Indian,Tamil,RAJESH BAKSHI,SC,Student00372,UG,Final Year,Day Scholar,,,,Yes,9.2,,Tamil Nadu,,0,0,0
