Year,Department,Student Name,Enrollement ID,Graduation Type,Gender,Campus (On/Off),Company,Company Type,Position,CTC,Student Rejection
2017-01-01,Social Work,RAM DAYAL,Student03661,PG,Male,Yes,BNY Mellon,BPO,Process Executive,180000.0,
2017-01-01,Social Work,RAM MUKHERJEE,Student03669,PG,Male,Yes,BNY Mellon,BPO,Process Executive,180000.0,
2017-01-01,Commerce,JAGGI RAMPAL,Student03852,UG,Male,Yes,BNY Mellon,BPO,Process Executive,180000.0,
2017-01-01,Commerce,JAIDEEP CHOPRA,Student03855,UG,Male,Yes,BNY Mellon,BPO,Process Executive,180000.0,
2017-01-01,Commerce,JAL ARIAH,Student03860,UG,Male,Yes,BNY Mellon,BPO,Process Executive,180000.0,
2017-01-01,Commerce,JAMES WITH,Student03863,UG,Male,Yes,BNY Mellon,BPO,Process Executive,180000.0,
2017-01-01,Commerce,JAPINDER KAUR BAWEJA,Student03869,UG,Male,Yes,BNY Mellon,BPO,Process Executive,180000.0,
2017-01-01,Commerce,JASPAL SINGH SANDHU,Student03873,UG,Male,Yes,BNY Mellon,BPO,Process Executive,180000.0,
2017-01-01,Commerce,JASWINDER CHAHAL,Student03877,UG,Male,Yes,BNY Mellon,BPO,Process Executive,180000.0,
2017-01-01,Commerce,JAYALALITHA J,Student03882,UG,Male,Yes,BNY Mellon,BPO,Process Executive,180000.0,
2017-01-01,Commerce,JAYAM RAVI,Student03883,UG,Male,Yes,BNY Mellon,BPO,Process Executive,180000.0,
2017-01-01,Commerce,JAYANT PRABHAKAR,Student03887,UG,Male,Yes,BNY Mellon,BPO,Process Executive,180000.0,
2017-01-01,Commerce,TAPATI,Student05358,PG,Female,Yes,BNY Mellon,BPO,Process Executive,180000.0,
2017-01-01,Economics,NANDINI,Student05951,PG,Female,Yes,BNY Mellon,BPO,Process Executive,180000.0,
2017-01-01,Commerce,EESHTA,Student06509,UG,Female,Yes,BNY Mellon,BPO,Process Executive,180000.0,
2017-01-01,Commerce,EKANI,Student06510,UG,Female,Yes,BNY Mellon,BPO,Process Executive,180000.0,
2017-01-01,Commerce,EKAPTALA,Student06511,UG,Female,Yes,BNY Mellon,BPO,Process Executive,180000.0,
2017-01-01,Commerce,ELAKSHI,Student06514,UG,Female,Yes,BNY Mellon,BPO,Process Executive,180000.0,
2017-01-01,Commerce,ELILI,Student06515,UG,Female,Yes,BNY Mellon,BPO,Process Executive,180000.0,
2017-01-01,Commerce,FAINA,Student06518,UG,Female,Yes,BNY Mellon,BPO,Process Executive,180000.0,
2017-01-01,Commerce,GAGANA,Student06522,UG,Female,Yes,BNY Mellon,BPO,Process Executive,180000.0,
2017-01-01,Commerce,GANDHARAJA,Student06525,UG,Female,Yes,BNY Mellon,BPO,Process Executive,180000.0,
2017-01-01,Commerce,GANGI,Student06528,UG,Female,Yes,BNY Mellon,BPO,Process Executive,180000.0,
2017-01-01,Commerce,GATITA,Student06529,UG,Female,Yes,BNY Mellon,BPO,Process Executive,180000.0,
2017-01-01,Commerce,GEETU,Student06532,UG,Female,Yes,BNY Mellon,BPO,Process Executive,180000.0,
2017-01-01,Commerce,GHAYDAA,Student06535,UG,Female,Yes,BNY Mellon,BPO,Process Executive,180000.0,
2017-01-01,Commerce,GIRIBHU,Student06538,UG,Female,Yes,BNY Mellon,BPO,Process Executive,180000.0,
2017-01-01,Commerce,GOURANGI,Student06541,UG,Female,Yes,BNY Mellon,BPO,Process Executive,180000.0,
2017-01-01,Commerce,GUNJAN,Student06542,UG,Female,Yes,BNY Mellon,BPO,Process Executive,180000.0,
2017-01-01,Social Work,KABIR SADANAND,Student00750,UG,Female,Yes,Kaar,Training,Jr Trainer,185000.0,
2017-01-01,Social Work,YAGAVI,Student01736,UG,Female,Yes,Kaar,Training,Jr Trainer,185000.0,
2017-01-01,Social Work,NETRAVATI,Student01754,UG,Female,Yes,Kaar,Training,Jr Trainer,185000.0,
2017-01-01,Social Work,OMISHA,Student01762,UG,Female,Yes,Kaar,Training,Jr Trainer,185000.0,
2017-01-01,Social Work,PREMILA,Student01786,PG,Female,Yes,Kaar,Training,Jr Trainer,185000.0,
2017-01-01,Social Work,NEHLA,Student06251,PG,Female,Yes,Kaar,Training,Jr Trainer,185000.0,
2017-01-01,Social Work,NETRAVATI,Student06255,PG,Female,Yes,Kaar,Training,Jr Trainer,185000.0,
2017-01-01,Social Work,NOSHI,Student06260,PG,Female,Yes,Kaar,Training,Jr Trainer,185000.0,
2017-01-01,Social Work,SHAIRA,Student06146,UG,Female,Yes,BNY Mellon,Training,Jr Trainer,190000.0,
2017-01-01,Social Work,SHAVETA,Student06150,UG,Female,Yes,BNY Mellon,Training,Jr Trainer,190000.0,
2017-01-01,Social Work,SHRITHA,Student06155,UG,Female,Yes,BNY Mellon,Training,Jr Trainer,190000.0,
2017-01-01,Social Work,SIA,Student06159,UG,Female,Yes,BNY Mellon,Training,Jr Trainer,190000.0,
2017-01-01,Social Work,SINDU,Student06162,UG,Female,Yes,BNY Mellon,Training,Jr Trainer,190000.0,
2017-01-01,Social Work,SUKESHI,Student06170,UG,Female,Yes,BNY Mellon,Training,Jr Trainer,190000.0,
2017-01-01,Social Work,SUSHMITA,Student06173,UG,Female,Yes,BNY Mellon,Training,Jr Trainer,190000.0,
2017-01-01,Social Work,SWEEKRITI,Student06176,UG,Female,Yes,BNY Mellon,Training,Jr Trainer,190000.0,
2017-01-01,Social Work,TAPATI,Student06181,UG,Female,Yes,BNY Mellon,Training,Jr Trainer,190000.0,
2017-01-01,Social Work,TARAKINI,Student06183,UG,Female,Yes,BNY Mellon,Training,Jr Trainer,190000.0,
2017-01-01,Social Work,TARINIKA,Student06185,UG,Female,Yes,BNY Mellon,Training,Jr Trainer,190000.0,
2017-01-01,Social Work,VISHALAKSHI,Student06228,PG,Female,Yes,BNY Mellon,Training,Jr Trainer,190000.0,
2017-01-01,Social Work,WAJD,Student06231,PG,Female,Yes,BNY Mellon,Training,Jr Trainer,190000.0,
2017-01-01,Social Work,YASHIKA,Student06239,PG,Female,Yes,BNY Mellon,Training,Jr Trainer,190000.0,
2018-01-01,Botany,M.I. DHARAMSEY,Student00965,UG,Male,Yes,AthenaHealth,CORE,Associate Engineer,195000.0,
2018-01-01,Botany,M.I. RAJ,Student00966,UG,Male,Yes,AthenaHealth,CORE,Associate Engineer,195000.0,
2018-01-01,Botany,MADHUSUDAN,Student00987,PG,Male,Yes,AthenaHealth,CORE,Associate Engineer,195000.0,
2017-01-01,Zoology,MANIBHAI VYAS,Student01025,UG,Female,Yes,Kaar,CORE,Associate Engineer,195000.0,
2018-01-01,Botany,VEERASUNDARI,Student02165,UG,Female,Yes,AthenaHealth,CORE,Associate Engineer,195000.0,
2018-01-01,Botany,VENYA,Student02166,UG,Female,Yes,AthenaHealth,CORE,Associate Engineer,195000.0,
2018-01-01,Botany,VIKRUTI,Student02173,UG,Female,Yes,AthenaHealth,CORE,Associate Engineer,195000.0,
2018-01-01,Botany,VISHALAKSHI,Student02177,UG,Female,Yes,AthenaHealth,CORE,Associate Engineer,195000.0,
2018-01-01,Zoology,REETHI,Student02262,UG,Female,Yes,AthenaHealth,CORE,Associate Engineer,195000.0,
2018-01-01,Zoology,RUGU,Student02267,UG,Female,Yes,AthenaHealth,CORE,Associate Engineer,195000.0,
2018-01-01,Zoology,RUQAYA,Student02270,UG,Female,Yes,AthenaHealth,CORE,Associate Engineer,195000.0,
2017-01-01,Zoology,JAYALAKSHMI,Student02278,UG,Female,Yes,Kaar,CORE,Associate Engineer,195000.0,
2017-01-01,Zoology,JOSNAH,Student02288,UG,Female,Yes,Kaar,CORE,Associate Engineer,195000.0,
2018-01-01,Zoology,KAISHA,Student02295,PG,Female,Yes,AthenaHealth,CORE,Associate Engineer,195000.0,
2017-01-01,Zoology,LEVINIKA,Student02316,PG,Female,Yes,Kaar,CORE,Associate Engineer,195000.0,
2017-01-01,Zoology,MAANASI,Student02321,PG,Female,Yes,Kaar,CORE,Associate Engineer,195000.0,
2017-01-01,Zoology,MAANYATA,Student02322,PG,Female,Yes,Kaar,CORE,Associate Engineer,195000.0,
2018-01-01,Botany,N.K. ZIREE,Student04402,UG,Male,Yes,AthenaHealth,CORE,Associate Engineer,195000.0,
2018-01-01,Botany,NAGARAJA KOTE,Student04411,UG,Male,Yes,AthenaHealth,CORE,Associate Engineer,195000.0,
2018-01-01,Botany,NARENDRA SINGH,Student04437,PG,Male,Yes,AthenaHealth,CORE,Associate Engineer,195000.0,
2018-01-01,Botany,NATASHA MENDONCA,Student04450,PG,Male,Yes,AthenaHealth,CORE,Associate Engineer,195000.0,
2018-01-01,Zoology,VIVEK  S B ,Student04497,UG,Male,Yes,AthenaHealth,CORE,Associate Engineer,195000.0,
2018-01-01,Zoology,A. RASHID,Student04503,UG,Male,Yes,AthenaHealth,CORE,Associate Engineer,195000.0,
2018-01-01,Zoology,A. VENKATESH,Student04506,UG,Male,Yes,AthenaHealth,CORE,Associate Engineer,195000.0,
2018-01-01,Zoology,ABHIJEET WARANG,Student04533,PG,Male,Yes,AthenaHealth,CORE,Associate Engineer,195000.0,
2017-01-01,Microbiology,ARVIND TRIPATHI,Student04616,UG,Male,Yes,CAMS,CORE,Associate Engineer,195000.0,
2017-01-01,Microbiology,ASHIM AHLUWALIA,Student04621,UG,Male,Yes,CAMS,CORE,Associate Engineer,195000.0,
2017-01-01,Microbiology,ASHIMA BHALLA,Student04624,UG,Male,Yes,CAMS,CORE,Associate Engineer,195000.0,
2017-01-01,Microbiology,ASHISH DEO,Student04628,UG,Male,Yes,CAMS,CORE,Associate Engineer,195000.0,
2017-01-01,Microbiology,ASHISH SRIVASTAV,Student04632,UG,Male,Yes,CAMS,CORE,Associate Engineer,195000.0,
2017-01-01,Microbiology,ASHOK G.,Student04637,UG,Male,Yes,CAMS,CORE,Associate Engineer,195000.0,
2017-01-01,Microbiology,ASHOK GAEKWAD,Student04638,UG,Male,Yes,CAMS,CORE,Associate Engineer,195000.0,
2017-01-01,Microbiology,ASHUTOSH GOWARIKER,Student04650,UG,Male,Yes,CAMS,CORE,Associate Engineer,195000.0,
2017-01-01,Microbiology,ATUL GARG,Student04670,PG,Male,Yes,CAMS,CORE,Associate Engineer,195000.0,
2017-01-01,Microbiology,AVI SANDHU,Student04673,PG,Male,Yes,CAMS,CORE,Associate Engineer,195000.0,
2017-01-01,Microbiology,AVIJIT BOSE,Student04674,PG,Male,Yes,CAMS,CORE,Associate Engineer,195000.0,
2017-01-01,Microbiology,AVINASH WALZADE,Student04679,PG,Male,Yes,CAMS,CORE,Associate Engineer,195000.0,
2017-01-01,Microbiology,AWANI AGRAWAL,Student04683,PG,Male,Yes,CAMS,CORE,Associate Engineer,195000.0,
2017-01-01,Microbiology,AYAN MUKHERJEE,Student04686,PG,Male,Yes,CAMS,CORE,Associate Engineer,195000.0,
2017-01-01,Microbiology,AYUSH,Student04687,PG,Male,Yes,CAMS,CORE,Associate Engineer,195000.0,
2017-01-01,Microbiology,AZIZ CHHAPRA,Student04693,PG,Male,Yes,CAMS,CORE,Associate Engineer,195000.0,
2018-01-01,Botany,CHADNA,Student06926,UG,Female,Yes,AthenaHealth,CORE,Associate Engineer,195000.0,
2018-01-01,Botany,CHAMUNDA,Student06930,UG,Female,Yes,AthenaHealth,CORE,Associate Engineer,195000.0,
2017-01-01,Botany,DEEPAKALA,Student06946,UG,Female,Yes,NIKE,CORE,Associate Engineer,195000.0,
2017-01-01,Botany,DIVITA,Student06956,UG,Female,Yes,NIKE,CORE,Associate Engineer,195000.0,
2017-01-01,Botany,EKATA,Student06962,UG,Female,Yes,NIKE,CORE,Associate Engineer,195000.0,
2018-01-01,Zoology,HIMASHAILAJA,Student07004,UG,Female,Yes,AthenaHealth,CORE,Associate Engineer,195000.0,
2018-01-01,Zoology,IZMA,Student07013,UG,Female,Yes,AthenaHealth,CORE,Associate Engineer,195000.0,
2018-01-01,Zoology,JAGADDHATRI,Student07016,UG,Female,Yes,AthenaHealth,CORE,Associate Engineer,195000.0,
2017-01-01,Zoology,SAHIBA,Student07021,UG,Female,Yes,NIKE,CORE,Associate Engineer,195000.0,
2017-01-01,Zoology,SAKSHI,Student07027,UG,Female,Yes,NIKE,CORE,Associate Engineer,195000.0,
2017-01-01,Zoology,SANYUKTA,Student07029,UG,Female,Yes,NIKE,CORE,Associate Engineer,195000.0,
2017-01-01,Zoology,SARASWATHI,Student07032,UG,Female,Yes,NIKE,CORE,Associate Engineer,195000.0,
2017-01-01,Zoology,SAYONI,Student07037,UG,Female,Yes,NIKE,CORE,Associate Engineer,195000.0,
2017-01-01,Zoology,SETHULAKSHMI,Student07041,UG,Female,Yes,NIKE,CORE,Associate Engineer,195000.0,
2018-01-01,Zoology,SHAANVI,Student07044,PG,Female,Yes,AthenaHealth,CORE,Associate Engineer,195000.0,
2018-01-01,Zoology,SHRITHA,Student07055,PG,Female,Yes,AthenaHealth,CORE,Associate Engineer,195000.0,
2017-01-01,Zoology,SINDU,Student07062,PG,Female,Yes,NIKE,CORE,Associate Engineer,195000.0,
2017-01-01,Zoology,SOHINI,Student07065,PG,Female,Yes,NIKE,CORE,Associate Engineer,195000.0,
2017-01-01,Microbiology,AEKTA,Student07156,UG,Female,Yes,NIKE,CORE,Associate Engineer,195000.0,
2017-01-01,Microbiology,AHILYA,Student07159,UG,Female,Yes,NIKE,CORE,Associate Engineer,195000.0,
2017-01-01,Microbiology,AMALAMANI,Student07163,UG,Female,Yes,NIKE,CORE,Associate Engineer,195000.0,
2017-01-01,Microbiology,ANCHITA,Student07166,UG,Female,Yes,NIKE,CORE,Associate Engineer,195000.0,
2017-01-01,Microbiology,ANUDHYA,Student07171,UG,Female,Yes,NIKE,CORE,Associate Engineer,195000.0,
2017-01-01,Microbiology,ANUPAMA,Student07172,UG,Female,Yes,Indium,CORE,Associate Engineer,195000.0,
2017-01-01,Microbiology,ARNAVAZ,Student07176,UG,Female,Yes,Indium,CORE,Associate Engineer,195000.0,
2017-01-01,Microbiology,ARSHPREET,Student07179,UG,Female,Yes,Indium,CORE,Associate Engineer,195000.0,
2017-01-01,Microbiology,AYEZA,Student07182,UG,Female,Yes,Indium,CORE,Associate Engineer,195000.0,
2017-01-01,Microbiology,CHARMANVATI,Student07213,PG,Female,Yes,Indium,CORE,Associate Engineer,195000.0,
2017-01-01,Microbiology,DEEPA,Student07223,PG,Female,Yes,Indium,CORE,Associate Engineer,195000.0,
2017-01-01,Microbiology,DHANYATA,Student07231,PG,Female,Yes,Indium,CORE,Associate Engineer,195000.0,
2017-01-01,Microbiology,DIVITA,Student07234,PG,Female,Yes,Indium,CORE,Associate Engineer,195000.0,
2018-01-01,Physics,KRISHNA KUMARI,Student00886,PG,Male,Yes,NIKE,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Physics,KRISHNA MISHRA,Student00887,PG,Male,Yes,NIKE,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Chemistry,LAURENS C. POSTMA,Student00933,PG,Male,Yes,NIKE,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Chemistry,LAWRENCE D'SOUZA,Student00935,PG,Male,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Chemistry,LAXMAN YAARA,Student00936,PG,Male,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Physics,CHARUSHEELA,Student01985,UG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Physics,CHEERANJEEVINI,Student01988,UG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Physics,DAKSHAYINI,Student01992,UG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Physics,DEVAKALI,Student01999,UG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Physics,DIVITA,Student02005,UG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Physics,GAUHAR,Student02029,PG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Physics,GHAADA,Student02032,PG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Chemistry,SAMEENA,Student02077,UG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Chemistry,SARAYU,Student02082,UG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Chemistry,SHYAMA,Student02106,PG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Chemistry,SIDDHIKSHA,Student02109,PG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Chemistry,SUBHASHINI,Student02118,PG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Physics,M. BAHL,Student04183,UG,Male,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Physics,M. NAVEWALA,Student04188,UG,Male,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Physics,M.A. THIRUMUGHAM,Student04192,UG,Male,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Physics,M.S. RAMESH,Student04200,UG,Male,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Physics,MADAN MOHLA,Student04205,UG,Male,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Physics,MADHU PATEL,Student04210,UG,Male,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Physics,MADHU TEJPAL,Student04212,UG,Male,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Physics,MAHMOOD,Student04236,PG,Male,Yes,NIKE,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Physics,MAKARAND BRAHME,Student04242,PG,Male,Yes,NIKE,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Physics,MANDHAR SHETTY,Student04247,PG,Male,Yes,NIKE,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Physics,MANEESH SHARMA,Student04248,PG,Male,Yes,NIKE,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Chemistry,MEENUKUMAR,Student04302,UG,Male,Yes,NIKE,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Chemistry,MEHMOOD,Student04307,UG,Male,Yes,NIKE,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Chemistry,MEHUL ATHA,Student04311,UG,Male,Yes,NIKE,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Chemistry,MEHUL KUMAR,Student04312,UG,Male,Yes,NIKE,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Chemistry,MILIND GUNAJI,Student04317,UG,Male,Yes,NIKE,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Chemistry,MIMICRY DAYANAND,Student04319,UG,Male,Yes,NIKE,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Chemistry,MOHIT GOSWAMI,Student04348,PG,Male,Yes,NIKE,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Chemistry,MOHNISH BAHL,Student04351,PG,Male,Yes,NIKE,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Chemistry,MONU DHANKAD,Student04355,PG,Male,Yes,NIKE,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Physics,OMA,Student06712,UG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Physics,OMPRABHA,Student06714,UG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Physics,OMSHREE,Student06715,UG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Physics,PADMALAYA,Student06720,UG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Physics,PANKAJAKSHI,Student06725,UG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Physics,POOJI,Student06731,UG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Physics,RUGU,Student06768,PG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Physics,RUQAYA,Student06771,PG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Physics,JALADHIJA,Student06774,PG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Physics,JAYANTIKA,Student06780,PG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Chemistry,MADHUSHRI,Student06827,UG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Chemistry,MANGALA,Student06831,UG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Chemistry,MANORANJANI,Student06834,UG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Chemistry,MATANGI,Student06836,UG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Chemistry,MEDHA,Student06837,UG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Chemistry,SINCHANA  S M ,Student06868,PG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Chemistry,AABOLI,Student06870,PG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Chemistry,AANCHAL,Student06873,PG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Chemistry,AESHANA,Student06879,PG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,Chemistry,AHILYA,Student06881,PG,Female,Yes,L&T,Manufacturing,Jr Engineer ,205000.0,
2018-01-01,English,STEVEN PHILLIPS,Student00001,PG,Male,Yes,Infosys,BPO,Process Executive,210000.0,
2018-01-01,History,SANJEEV PURI,Student00118,UG,Male,Yes,Infosys,BPO,Process Executive,210000.0,
2018-01-01,History,SANJEEVANI GUPTA,Student00122,UG,Male,Yes,Infosys,BPO,Process Executive,210000.0,
2018-01-01,History,SAPTARISHI PRATIM,Student00132,UG,Male,Yes,Infosys,BPO,Process Executive,210000.0,
2018-01-01,History,SATISH KUMAR,Student00152,PG,Male,Yes,Infosys,BPO,Process Executive,210000.0,
2018-01-01,Philosophy,SHAILENDRA SINGH RAJPUT,Student00189,UG,Male,Yes,Cognizant,BPO,Process Executive,210000.0,
2018-01-01,Philosophy,SHAKTI SHANKAR JAJU,Student00199,UG,Male,Yes,Cognizant,BPO,Process Executive,210000.0,
2018-01-01,Philosophy,SHARADSINGH THAKUR,Student00217,PG,Male,Yes,Cognizant,BPO,Process Executive,210000.0,
2018-01-01,Philosophy,SHARAT KATARIYA,Student00219,PG,Male,Yes,Cognizant,BPO,Process Executive,210000.0,
2018-01-01,Philosophy,SHASHANK KHAITAN,Student00224,PG,Male,Yes,Cognizant,BPO,Process Executive,210000.0,
2018-01-01,Commerce,SHIV HARE,Student00263,UG,Male,Yes,Kaar,BPO,Process Executive,210000.0,
2018-01-01,Commerce,SHIVAJI LOTAN PATIL,Student00271,UG,Male,Yes,Kaar,BPO,Process Executive,210000.0,
2018-01-01,Commerce,SHIVAM TIWARI,Student00274,UG,Male,Yes,Kaar,BPO,Process Executive,210000.0,
2018-01-01,Commerce,SHOIB NIKASH SHAH,Student00278,UG,Male,Yes,Kaar,BPO,Process Executive,210000.0,
2018-01-01,Commerce,SHOME MAKHIJA,Student00280,UG,Male,Yes,Kaar,BPO,Process Executive,210000.0,
2018-01-01,Commerce,SOMNATH SEN,Student00330,PG,Male,Yes,Kaar,BPO,Process Executive,210000.0,
2018-01-01,Political Science,RAMESH U. LAKHIANI,Student00467,UG,Male,Yes,GWC,BPO,Process Executive,210000.0,
2018-01-01,Political Science,RAMKUMAR SHEDGE,Student00473,UG,Male,Yes,GWC,BPO,Process Executive,210000.0,
2018-01-01,Political Science,RANDHIR KAPOOR,Student00480,UG,Male,Yes,GWC,BPO,Process Executive,210000.0,
2018-01-01,Political Science,RANJEET,Student00485,UG,Male,Yes,GWC,BPO,Process Executive,210000.0,
2018-01-01,Political Science,RANJIT KAPOOR,Student00488,UG,Male,Yes,GWC,BPO,Process Executive,210000.0,
2018-01-01,Political Science,REHMAN NAUSHAD,Student00535,PG,Male,Yes,GWC,BPO,Process Executive,210000.0,
2018-01-01,Political Science,REMO D'SOUZA,Student00537,PG,Male,Yes,GWC,BPO,Process Executive,210000.0,
2018-01-01,Political Science,RIINGO BANERJEE,Student00541,PG,Male,Yes,GWC,BPO,Process Executive,210000.0,
2018-01-01,Economics,S. GAWLI,Student00589,UG,Male,Yes,Kaar,BPO,Process Executive,210000.0,
2018-01-01,Economics,S. KHALIL,Student00590,UG,Male,Yes,Kaar,BPO,Process Executive,210000.0,
2018-01-01,Economics,S. SHANKAR,Student00592,UG,Male,Yes,Kaar,BPO,Process Executive,210000.0,
2018-01-01,Economics,S. SRIVASTAVA,Student00594,UG,Male,Yes,Kaar,BPO,Process Executive,210000.0,
2018-01-01,Economics,S. USMAN,Student00596,UG,Male,Yes,Kaar,BPO,Process Executive,210000.0,
2018-01-01,Economics,S. YUSUF,Student00598,UG,Male,Yes,Kaar,BPO,Process Executive,210000.0,
2018-01-01,Economics,S.A. AKBAR,Student00599,UG,Male,Yes,Kaar,BPO,Process Executive,210000.0,
2018-01-01,Economics,S.F. HASNAIN,Student00604,UG,Male,Yes,Kaar,BPO,Process Executive,210000.0,
2018-01-01,Economics,S.K. OJHA,Student00607,UG,Male,Yes,Kaar,BPO,Process Executive,210000.0,
2018-01-01,Economics,S.K. PRASAD,Student00608,UG,Male,Yes,Kaar,BPO,Process Executive,210000.0,
2018-01-01,Economics,S.M. RAZA,Student00612,UG,Male,Yes,Kaar,BPO,Process Executive,210000.0,
2018-01-01,Economics,JANAK TOPRANI,Student00637,PG,Male,Yes,Kaar,BPO,Process Executive,210000.0,
2018-01-01,Economics,JASMEET K REEN,Student00642,PG,Male,Yes,Kaar,BPO,Process Executive,210000.0,
2018-01-01,Economics,JASWINDER CHAHAL,Student00648,PG,Male,Yes,Kaar,BPO,Process Executive,210000.0,
2018-01-01,Economics,JAYALALITHA J,Student00653,PG,Male,Yes,Kaar,BPO,Process Executive,210000.0,
2019-01-01,Botany,MAHENDER KUMAR,Student00738,PG,Male,Yes,AthenaHealth,CORE,Associate Engineer,210000.0,
2019-01-01,Botany,MAHENDRA TEREDESAI,Student00740,PG,Male,Yes,AthenaHealth,CORE,Associate Engineer,210000.0,
2019-01-01,Botany,MAHESH,Student00741,PG,Male,Yes,AthenaHealth,CORE,Associate Engineer,210000.0,
2019-01-01,Botany,MAHESH BHATT,Student00743,PG,Male,Yes,AthenaHealth,CORE,Associate Engineer,210000.0,
2018-01-01,Maths,KESHHAV PANNERIY,Student00827,PG,Male,Yes,TCS,BPO,Process Executive,210000.0,
2019-01-01,Botany,MAHENDER SINGH,Student00871,PG,Male,Yes,AthenaHealth,CORE,Associate Engineer,210000.0,
2019-01-01,Botany,MAHESH ANAND,Student00874,PG,Male,Yes,AthenaHealth,CORE,Associate Engineer,210000.0,
2019-01-01,Botany,MAHESH BHATT,Student00875,PG,Male,Yes,AthenaHealth,CORE,Associate Engineer,210000.0,
2019-01-01,Botany,MAHESH D. SINGH,Student00877,PG,Male,Yes,AthenaHealth,CORE,Associate Engineer,210000.0,
2019-01-01,Botany,LOUIS SPOELSTRA,Student00950,UG,Male,Yes,AthenaHealth,CORE,Associate Engineer,210000.0,
2019-01-01,Botany,M. BAHL,Student00954,UG,Male,Yes,AthenaHealth,CORE,Associate Engineer,210000.0,
2019-01-01,Zoology,MAHMOOD KHAN,Student01008,UG,Male,Yes,AthenaHealth,CORE,Associate Engineer,210000.0,
